app,topic,qos_satisfied
app1,topic1,TRUE
app3,topic1,TRUE
app5,topic1,TRUE
app7,topic1,TRUE
app11,topic10,FALSE
app9,topic10,TRUE
app12,topic11,FALSE
app15,topic11,FALSE
app8,topic11,TRUE
app10,topic12,FALSE
app2,topic12,TRUE
app9,topic12,TRUE
app10,topic13,FALSE
app11,topic13,FALSE
app12,topic13,FALSE
app1,topic14,TRUE
app13,topic14,FALSE
app16,topic14,FALSE
app5,topic14,TRUE
app15,topic15,FALSE
app6,topic15,TRUE
app16,topic16,FALSE
app3,topic16,TRUE
app4,topic16,TRUE
app10,topic17,FALSE
app16,topic17,FALSE
app7,topic17,TRUE
app10,topic18,TRUE
app12,topic18,TRUE
app13,topic19,FALSE
app2,topic19,TRUE
app5,topic19,TRUE
app1,topic2,TRUE
app13,topic2,FALSE
app15,topic2,FALSE
app7,topic2,TRUE
app9,topic2,TRUE
app14,topic20,FALSE
app6,topic20,TRUE
app1,topic21,TRUE
app4,topic21,TRUE
app8,topic21,TRUE
app2,topic22,TRUE
app5,topic22,TRUE
app9,topic22,TRUE
app13,topic23,FALSE
app3,topic23,TRUE
app14,topic24,FALSE
app15,topic24,FALSE
app16,topic25,FALSE
app7,topic25,TRUE
app1,topic26,TRUE
app11,topic26,FALSE
app6,topic26,TRUE
app3,topic27,TRUE
app4,topic27,TRUE
app14,topic28,FALSE
app8,topic28,TRUE
app11,topic29,FALSE
app9,topic29,TRUE
app2,topic3,TRUE
app3,topic3,TRUE
app15,topic30,FALSE
app16,topic30,FALSE
app7,topic30,TRUE
app13,topic4,FALSE
app3,topic4,TRUE
app14,topic5,FALSE
app4,topic5,TRUE
app6,topic5,TRUE
app11,topic6,TRUE
app4,topic6,TRUE
app12,topic7,FALSE
app5,topic7,TRUE
app8,topic7,TRUE
app14,topic8,FALSE
app6,topic8,TRUE
app2,topic9,TRUE
app7,topic9,TRUE
app8,topic9,TRUE
